"","left_first_type","right_first_type","left_second_type","right_second_type","left_side_won","hp_diff","attack_diff","defense_diff","spatk_diff","spdef_diff","speed_diff"
"34142",15,1,14,2,0,35,25,-15,95,40,-25
"34143",7,1,1,9,0,-21,-45,-5,12,10,-100
"34144",18,6,10,16,0,5,-45,-5,-65,15,-5
"34145",4,1,4,1,0,0,-50,-5,-15,5,-15
"34146",18,12,10,9,0,15,40,20,15,5,-30
"34147",16,9,18,13,1,30,40,-95,-15,50,80
"34148",16,1,5,1,0,-76,-51,0,-121,-53,-89
"34149",13,9,15,1,1,11,25,-5,-33,-18,61
"34150",13,1,4,1,0,-10,15,-10,-75,40,-95
"34151",12,19,7,7,0,10,-100,-10,-55,-10,-55
"34152",10,15,2,9,0,-70,-35,-70,-5,-25,-25
"34153",15,9,10,12,1,-28,-52,-50,2,-30,58
"34154",16,19,18,16,1,-35,40,25,-35,-40,50
"34155",3,1,18,1,1,35,-4,-35,16,75,28
"34156",18,9,13,1,0,46,70,37,18,63,-4
"34157",16,9,1,9,1,5,60,-37,32,-37,70
"34158",16,19,13,1,0,-43,-35,30,-5,-15,-35
"34159",10,9,15,6,1,27,20,25,0,30,40
"34160",1,1,18,1,0,5,-36,10,-36,10,-29
"34161",17,16,14,9,1,-28,-66,6,-46,6,-107
"34162",4,6,7,1,1,9,-6,-1,1,2,21
"34163",18,15,10,7,1,5,-35,-5,-5,-5,15
"34164",18,12,14,1,1,30,48,23,30,35,4
"34165",15,7,14,1,1,-37,60,20,0,15,60
"34166",10,1,1,9,0,-15,-26,14,-49,5,-35
"34167",11,9,15,1,1,-45,25,5,-30,-55,10
"34168",10,12,16,4,0,13,-12,-14,6,26,-15
"34169",18,5,1,18,1,15,-31,-57,-13,-39,31
"34170",13,1,18,3,0,1,20,-7,-43,-11,-32
"34171",1,18,18,4,1,-17,14,17,-47,-47,24
"34172",11,16,18,1,0,-20,-12,27,-25,40,-10
"34173",7,1,18,13,1,-15,25,-13,55,0,13
"34174",13,19,6,1,0,4,-40,-15,25,-15,-14
"34175",13,9,13,1,0,7,50,9,0,-1,0
"34176",4,1,7,1,1,20,45,9,-10,9,40
"34177",2,8,13,1,1,10,14,6,86,-6,10
"34178",10,16,1,5,0,25,18,25,28,5,-53
"34179",10,1,9,3,1,20,-7,-43,13,-23,85
"34180",11,9,12,1,1,53,95,40,40,20,47
"34181",12,12,11,1,1,55,0,35,15,15,40
"34182",1,15,13,9,1,-35,100,-10,-61,-16,75
"34183",18,3,13,1,0,15,75,29,15,75,-9
"34184",2,9,10,1,1,26,31,-30,21,48,49
"34185",18,1,13,1,0,10,5,-11,25,-16,0
"34186",13,7,12,1,1,20,8,10,-43,-3,28
"34187",11,1,17,10,0,-10,0,-50,15,33,92
"34188",15,1,18,3,1,-13,-25,5,5,35,125
"34189",9,1,12,12,1,14,65,25,53,33,15
"34190",17,12,12,1,0,39,35,150,-10,5,-14
"34191",17,1,16,16,0,0,85,165,-35,-5,-20
"34192",13,9,6,1,1,-27,-20,30,20,45,25
"34193",12,19,18,1,0,35,-24,-35,-39,-5,-7
"34194",6,1,9,11,0,-14,-31,-35,-9,-20,-16
"34195",15,6,4,1,0,-47,-75,-38,-35,-28,-76
"34196",17,1,15,1,1,-110,42,92,42,92,17
"34197",9,11,5,1,1,-20,25,49,-37,-15,9
"34198",9,11,1,1,1,5,45,37,18,10,74
"34199",18,3,2,8,0,0,30,-10,-15,-30,0
"34200",10,1,2,1,0,-19,-43,5,-43,5,-43
"34201",3,9,13,1,1,-15,15,15,10,30,50
"34202",10,1,4,1,0,-35,-71,-14,-46,-14,-25
"34203",15,1,9,1,1,30,-27,41,20,48,59
"34204",4,1,17,1,1,0,-65,-150,75,0,85
"34205",11,16,14,12,0,-41,-62,-22,-45,-5,-30
"34206",15,1,6,1,1,40,-35,30,55,65,10
"34207",3,12,16,1,1,23,-5,-35,20,5,77
"34208",5,1,7,1,0,45,17,25,42,42,-4
"34209",7,1,4,1,0,-10,40,-15,20,-25,-5
"34210",14,1,5,1,1,-25,-20,-6,0,14,25
"34211",18,1,9,1,1,27,55,-45,-16,-22,48
"34212",15,1,18,1,1,-80,110,-15,110,-15,90
"34213",4,1,14,9,0,15,-5,5,35,5,-20
"34214",9,8,14,3,0,-20,-60,-55,5,-20,-75
"34215",5,9,3,1,1,8,-70,5,60,25,32
"34216",10,1,1,9,0,14,30,22,-10,22,-19
"34217",15,1,5,1,1,31,87,31,64,-9,73
"34218",4,19,11,8,0,-50,-115,-53,-45,17,-4
"34219",18,1,10,1,0,-10,-30,-40,-30,-25,-68
"34220",10,1,2,8,0,0,-10,5,-50,10,-65
"34221",4,13,18,1,1,-115,-10,27,65,62,21
"34222",15,10,2,13,0,25,15,5,115,55,-45
"34223",4,1,9,11,0,0,-45,-82,7,-30,-64
"34224",1,9,10,1,0,5,-30,-28,20,37,-55
"34225",13,1,4,1,1,80,105,45,15,5,55
"34226",13,1,18,1,1,5,-2,-8,40,-5,5
"34227",7,14,1,1,1,36,48,17,84,41,76
"34228",4,1,17,1,0,25,15,-35,35,-5,-40
"34229",18,1,18,12,0,5,56,62,48,34,-8
"34230",3,12,13,1,0,-47,-55,-55,-20,-55,-58
"34231",2,8,4,1,0,-15,20,-20,5,-35,-30
"34232",13,1,16,19,0,-1,-70,-65,-30,-30,-49
"34233",1,18,18,1,0,16,67,48,-28,24,-32
"34234",18,3,11,9,0,-44,-55,-70,-40,-60,-26
"34235",1,9,11,9,1,15,-23,-55,55,-15,4
"34236",16,1,15,1,0,5,60,65,-95,5,0
"34237",4,9,13,1,1,17,-25,25,65,30,10
"34238",12,16,1,9,0,-15,-40,-35,-15,15,0
"34239",18,12,7,7,1,20,-15,18,6,16,5
"34240",14,1,14,9,0,-45,-25,15,-10,-35,-95
"34241",15,9,2,18,0,61,5,60,50,114,50
"34242",10,15,7,14,0,-17,-13,-27,-54,-11,-91
"34243",13,1,2,13,0,15,-30,10,20,-20,-45
"34244",13,9,6,1,1,-10,-50,-20,1,21,15
"34245",15,1,15,1,0,40,-32,-7,-62,-7,-7
"34246",2,4,16,4,1,14,-4,-7,20,25,10
"34247",1,9,18,3,1,-9,-50,-25,-60,-15,55
"34248",4,6,1,1,1,2,-67,-43,26,-3,16
"34249",18,1,3,5,0,-50,-98,-72,-55,-50,-35
"34250",3,12,4,1,1,73,115,75,75,55,32
"34251",18,1,15,1,1,40,27,70,47,25,43
"34252",7,1,15,3,0,-22,-96,-2,-90,-65,0
"34253",13,1,17,6,1,-2,1,-31,-30,-17,22
"34254",10,1,1,9,0,-5,28,45,0,50,-39
"34255",10,13,12,1,1,40,42,25,42,35,10
"34256",2,1,17,17,1,-15,-15,-65,-10,-10,5
"34257",18,3,3,8,1,-28,-25,-33,-47,-49,32
"34258",15,9,18,3,1,-23,-97,-29,33,-50,16
"34259",10,15,18,12,1,-61,-23,-23,8,-2,26
"34260",11,17,7,14,1,43,80,62,-28,-9,-32
"34261",14,1,10,1,0,5,-9,-35,-15,-15,-11
"34262",18,13,1,9,0,30,25,30,-20,15,0
"34263",7,16,6,1,1,35,-1,32,79,60,44
"34264",1,15,18,11,1,25,60,10,5,30,45
"34265",14,1,6,1,0,25,-52,8,43,8,-30
"34266",10,15,15,1,0,5,25,-10,15,-20,-15
"34267",18,1,16,19,0,20,-28,-42,10,5,0
"34268",4,10,6,1,0,-70,-50,-8,65,-8,46
"34269",2,18,2,16,0,-21,33,12,-8,-5,-3
"34270",14,3,12,1,1,53,43,17,21,11,34
"34271",18,12,3,9,0,15,-67,-57,-44,-19,-60
"34272",1,9,15,1,1,-40,29,-25,-31,-35,36
"34273",15,1,16,11,1,-16,139,-57,119,-67,127
"34274",12,10,13,1,0,-15,0,-20,-25,-25,50
"34275",2,8,16,9,0,-5,-15,-15,50,5,-35
"34276",18,16,3,12,0,-18,-65,-30,-40,-45,-87
"34277",12,9,7,16,0,15,16,28,-19,25,-19
"34278",4,9,1,9,1,9,21,20,31,30,45
"34279",6,1,13,1,0,-31,-2,-29,-29,-14,-42
"34280",9,3,2,18,0,-15,-33,8,32,38,-35
"34281",1,1,4,4,0,-52,-60,-65,-138,-85,-10
"34282",9,11,1,9,1,35,60,80,28,33,14
"34283",17,1,18,12,0,-45,-15,20,-15,10,-24
"34284",10,1,7,4,0,22,-30,14,-20,-35,-50
"34285",6,16,4,1,1,-5,-25,5,-15,5,40
"34286",10,9,10,1,1,-5,-5,-10,5,25,20
"34287",1,1,18,5,0,-80,-36,2,-49,-46,-38
"34288",2,1,13,1,1,57,29,72,28,94,8
"34289",1,1,15,7,0,-56,-150,-15,-114,-35,-105
"34290",15,6,7,1,0,-11,-27,-18,-15,-15,-25
"34291",13,9,1,12,1,-15,-39,-45,-19,-10,14
"34292",1,1,12,1,0,-50,-88,-20,-43,-50,-21
"34293",3,16,18,6,1,-20,80,20,100,40,60
"34294",18,1,5,1,1,76,20,13,35,-3,13
"34295",1,1,16,6,0,-13,-135,-69,-135,-69,-85
"34296",4,1,2,1,1,20,-5,5,55,40,45
"34297",1,1,3,8,0,-50,-45,-55,-110,-75,-30
"34298",13,9,10,15,0,-74,-30,-40,-55,-50,55
"34299",4,1,2,18,1,10,-25,-37,20,-7,46
"34300",12,16,18,10,1,-10,-10,-35,20,-20,25
"34301",2,7,1,7,0,-15,-95,0,5,10,-17
"34302",18,16,13,1,0,35,-15,40,40,-40,-10
"34303",16,19,4,9,0,-48,-38,-18,-86,-34,-50
"34304",18,1,6,1,1,65,40,80,55,80,50
"34305",17,10,4,1,0,-31,25,75,-70,-51,-80
"34306",6,1,9,1,0,2,50,-50,-20,-20,40
"34307",11,1,11,17,1,-5,15,15,15,25,40
"34308",6,1,13,9,0,22,5,-20,-16,0,-18
"34309",18,15,14,12,0,-50,-52,-52,-25,15,-6
"34310",14,9,17,9,0,-25,-35,-105,-10,-30,-15
"34311",10,15,13,9,0,-15,19,19,29,9,-5
"34312",8,1,13,19,1,0,15,20,55,30,50
"34313",13,9,7,7,1,-28,-16,7,-20,-13,10
"34314",1,9,1,1,1,32,59,10,67,25,31
"34315",12,12,9,8,0,-10,-5,-50,-115,-60,-30
"34316",12,9,9,15,0,-15,-10,-15,-65,-30,-35
"34317",10,1,13,1,0,0,-5,15,-10,-10,-60
"34318",13,6,9,11,0,35,-55,-107,-18,-55,-84
"34319",13,1,16,4,0,1,-44,-37,-10,-5,-17
"34320",7,1,7,7,0,-45,-60,-20,-55,-20,-20
"34321",14,9,1,15,0,-30,-20,-25,-60,-35,-35
"34322",2,1,15,1,1,-41,0,-10,-79,-60,-25
"34323",18,16,7,19,0,15,-35,-40,-30,20,-40
"34324",18,1,15,9,0,7,45,40,32,35,-19
"34325",4,9,14,1,1,-55,-40,32,40,7,36
"34326",18,1,16,6,0,9,-97,-30,-95,-30,-52
"34327",10,1,14,19,1,0,-7,-12,-7,-12,34
"34328",18,11,15,3,0,-40,-130,-30,-130,-80,-50
"34329",18,3,10,1,0,-2,10,-45,30,-10,-40
"34330",18,16,13,9,0,35,-10,120,80,30,-95
"34331",18,1,18,13,1,-50,-3,-2,10,-15,25
"34332",1,18,15,1,1,1,42,64,-23,-21,-64
"34333",4,1,1,9,0,-5,-20,25,-30,45,0
"34334",18,12,9,8,1,50,120,55,30,55,50
"34335",14,9,10,9,1,20,35,20,20,10,10
"34336",4,1,6,1,1,5,-50,20,40,20,30
"34337",16,18,10,1,0,-45,-33,23,-33,-7,-83
"34338",16,9,13,1,1,-10,60,-25,7,-30,50
"34339",6,1,17,1,0,-10,20,-62,-35,25,-3
"34340",1,7,3,1,0,-10,85,45,-70,-45,-5
"34341",1,15,15,1,0,-40,-50,-6,-65,-26,-33
"34342",11,17,15,9,1,50,65,60,-40,-15,-55
"34343",4,1,13,9,0,0,15,-9,0,-4,-17
"34344",2,4,13,19,0,-7,0,10,10,10,-13
"34345",1,17,4,13,0,-30,-55,123,-95,123,-81
"34346",12,1,17,1,0,5,-40,-5,60,10,-25
"34347",3,12,2,8,0,-17,-20,-45,-100,-45,-73
"34348",6,1,3,1,1,-11,21,14,-35,40,6
"34349",2,16,16,9,0,-27,-51,-12,-23,-29,-85
"34350",18,1,2,18,0,125,5,-25,50,5,0
"34351",18,1,18,7,0,79,18,-45,-39,-45,-48
"34352",18,1,15,1,1,-15,-5,4,-25,40,51
"34353",13,1,13,1,0,-55,-80,5,-55,5,0
"34354",18,1,13,9,0,-28,5,-20,15,-15,-6
"34355",2,8,7,12,1,5,-10,20,35,15,75
"34356",14,9,6,1,1,25,-40,17,30,-35,3
"34357",18,1,13,1,0,-90,-145,-90,-70,-55,-20
"34358",1,17,12,12,0,20,45,85,35,45,-5
"34359",13,1,16,9,0,23,-45,21,0,11,-80
"34360",18,12,6,1,0,30,-30,0,55,0,-11
"34361",16,3,14,9,1,60,119,115,65,80,16
"34362",18,1,13,1,1,-200,55,25,-15,-105,30
"34363",11,1,10,1,0,33,37,23,-7,-23,-66
"34364",1,1,7,9,0,-13,-15,-39,-70,-34,-25
"34365",2,13,16,19,1,35,80,-35,-45,30,90
"34366",18,1,18,17,1,-25,-15,-15,5,-60,25
"34367",1,1,16,12,1,27,21,1,10,1,24
"34368",1,9,6,16,0,10,-20,-25,0,25,-5
"34369",15,1,1,9,1,-30,-25,-32,40,-12,45
"34370",7,1,3,6,1,15,0,-30,-10,-25,15
"34371",18,1,18,1,0,-35,-40,-36,-35,-35,-35
"34372",4,1,13,1,0,35,9,41,71,34,-30
"34373",18,1,7,17,1,120,40,-75,10,-35,30
"34374",16,1,6,9,0,-8,13,30,-24,-23,-98
"34375",13,9,1,1,1,15,65,35,40,30,80
"34376",5,1,13,6,1,5,40,58,55,70,45
"34377",7,7,16,11,1,24,42,-32,19,-42,22
"34378",2,1,2,7,1,14,13,-20,53,-20,58
"34379",1,17,10,15,0,25,46,76,0,10,0
"34380",18,17,6,1,0,-6,8,63,33,5,-13
"34381",4,1,10,13,1,25,53,30,43,20,10
"34382",10,1,15,1,1,1,27,19,-8,14,9
"34383",18,3,15,1,0,-36,-30,-30,-99,-80,-45
"34384",7,18,10,1,1,51,50,56,100,76,47
"34385",13,1,3,9,0,12,-74,-9,-40,-14,-30
"34386",13,11,15,1,1,0,-5,-35,-45,-35,15
"34387",14,9,14,1,1,45,25,-15,10,35,95
"34388",16,9,14,1,1,20,20,-4,-5,-4,50
"34389",3,1,18,6,0,-55,0,-45,-5,-5,-10
"34390",9,1,18,1,0,-65,-65,-10,-49,7,-53
"34391",5,1,14,1,1,8,-12,7,35,58,2
"34392",9,1,13,16,0,-80,-37,13,-98,-38,-65
"34393",3,12,13,1,0,-92,-90,-55,-55,-20,-58
"34394",3,12,5,9,0,-17,40,-30,-70,-60,2
"34395",10,1,18,9,0,28,-25,-17,37,-19,-13
"34396",18,13,13,1,0,-23,0,118,0,-20,-15
"34397",15,1,15,1,0,-35,-28,-30,62,-35,48
"34398",3,1,15,1,0,16,52,-6,27,69,-24
"34399",1,11,15,7,1,7,-22,15,5,-35,12
"34400",3,16,9,15,1,35,80,55,45,65,15
"34401",10,1,13,1,1,5,5,25,5,25,43
"34402",15,1,11,9,0,-10,-45,-55,50,5,-30
"34403",14,1,16,13,1,-27,-9,12,-27,-1,19
"34404",13,9,15,1,0,50,-100,0,-74,46,-80
"34405",1,1,7,1,0,10,-10,15,-37,-35,-45
"34406",11,1,15,1,1,43,72,68,-57,12,17
"34407",18,16,15,1,0,5,25,20,-75,-10,-35
"34408",4,18,15,1,0,-36,-40,25,-24,0,-70
"34409",15,1,14,1,0,-2,22,-14,32,-14,-17
"34410",4,1,9,1,1,45,45,-50,45,-50,25
"34411",16,3,10,9,0,0,31,35,-25,25,-66
"34412",2,1,13,1,1,40,34,55,110,55,53
"34413",16,9,6,3,1,-40,-12,-33,5,-26,12
"34414",16,12,13,9,0,10,-26,0,5,10,-49
"34415",12,19,1,15,1,65,55,40,70,65,30
"34416",10,1,18,1,1,25,23,7,40,35,-25
"34417",1,15,18,9,1,30,35,30,35,45,5
"34418",13,9,12,19,0,-40,-5,-20,-39,-40,-2
"34419",18,1,13,1,0,25,0,5,60,30,-10
"34420",10,1,4,1,1,-15,0,10,-40,5,58
"34421",1,19,8,1,0,-39,-70,-48,-60,-38,-56
"34422",1,9,17,1,0,10,-20,-13,10,17,-50
"34423",18,12,10,1,1,-50,-52,-82,-64,-9,10
"34424",13,1,13,1,0,-5,10,-6,0,4,-8
"34425",3,9,16,1,1,45,55,-15,100,35,90
"34426",2,1,14,3,0,-30,-25,-70,20,-35,-30
"34427",10,1,5,1,1,63,20,12,57,41,38
"34428",1,1,7,1,0,11,13,47,-25,-15,-50
"34429",4,1,15,1,1,5,25,-10,10,-20,40
"34430",6,9,13,9,1,28,37,25,38,33,75
"34431",15,9,8,4,0,-30,-25,-37,-42,-37,-51
"34432",7,1,6,1,0,-35,-80,-35,32,-15,-25
"34433",11,17,11,1,0,25,80,70,15,15,0
"34434",14,19,14,1,0,-5,13,8,20,20,-11
"34435",13,9,1,9,0,-40,8,-20,-59,-19,-19
"34436",5,1,15,1,1,37,28,51,-46,2,-41
"34437",1,12,6,16,0,0,19,30,-1,10,-44
"34438",18,12,13,9,0,35,-25,15,5,5,-65
"34439",16,6,4,1,1,-40,85,25,45,20,55
"34440",6,1,3,1,0,9,-37,-15,-15,-15,-32
"34441",13,1,2,13,0,50,30,45,25,25,-15
"34442",18,1,14,1,1,20,20,50,60,50,75
"34443",3,9,12,19,1,1,74,25,25,30,35
"34444",1,17,9,1,1,32,65,40,10,10,15
"34445",18,7,13,9,1,45,45,52,30,52,8
"34446",6,9,6,1,1,33,7,25,19,13,53
"34447",2,4,4,1,0,-18,-10,-30,-90,-30,-97
"34448",1,1,3,9,0,-55,-115,-35,-125,-65,-80
"34449",3,12,6,1,1,-52,-10,-20,20,-30,37
"34450",13,9,18,13,1,-45,35,-10,-35,-35,40
"34451",11,1,1,9,1,-30,-75,-70,-15,-20,15
"34452",7,18,14,9,1,51,45,71,100,66,22
"34453",14,1,18,1,0,40,-62,-37,18,28,-10
"34454",1,7,16,13,1,-43,48,3,-59,3,27
"34455",4,1,13,1,1,-195,35,60,-30,-45,40
"34456",18,1,18,1,1,-25,-52,-27,-82,-97,11
"34457",18,9,9,1,1,50,25,-56,-5,-35,36
"34458",13,1,18,1,0,220,-55,-25,10,100,-10
"34459",11,10,13,1,0,4,14,-10,10,-10,-25
"34460",13,9,9,8,0,10,80,15,-5,5,80
"34461",13,1,11,1,0,-10,-95,-65,-40,-15,-60
"34462",18,1,11,4,0,5,-15,-5,13,-5,-25
"34463",17,12,2,1,0,15,-20,140,-65,5,-75
"34464",12,1,4,9,0,30,-15,-7,-5,93,-36
"34465",18,3,18,12,1,-7,35,15,30,-15,5
"34466",10,1,18,16,1,-20,14,-25,-45,-15,6
"34467",18,1,18,11,0,-9,3,18,30,-11,-11
"34468",13,1,18,1,0,-12,3,-25,-6,-39,-6
"34469",18,1,11,16,0,-5,14,0,44,-45,-23
"34470",11,3,1,15,1,65,72,21,35,31,35
"34471",18,13,14,1,1,-55,-10,105,20,-55,20
"34472",11,1,16,9,0,-20,-25,45,-10,5,-85
"34473",17,10,1,9,0,-26,-26,64,-66,94,-35
"34474",13,16,11,16,1,10,10,-40,20,-55,10
"34475",1,5,17,16,0,-30,-98,-100,-48,-60,-45
"34476",6,1,14,1,0,32,22,18,6,-6,-12
"34477",18,12,18,4,0,-40,-72,-57,-104,-79,-40
"34478",2,18,10,16,1,-30,30,15,-65,5,15
"34479",4,1,12,16,1,0,30,17,-35,-33,11
"34480",13,1,4,4,1,160,-90,-100,-130,-5,5
"34481",18,1,12,12,1,-30,-8,-15,20,-5,48
"34482",15,11,4,1,0,10,15,25,-15,0,-15
"34483",16,1,1,8,0,42,80,5,15,-5,-2
"34484",6,1,9,9,0,-55,-15,1,-25,-9,-35
"34485",18,1,5,1,1,19,43,-13,43,-9,77
"34486",13,1,12,16,1,13,20,26,-65,-34,5
"34487",9,15,11,18,0,-65,-85,-15,65,-10,7
"34488",16,7,14,7,1,43,68,50,11,50,58
"34489",10,1,13,1,0,-40,-12,-41,5,-15,-69
"34490",1,11,8,1,0,-19,-41,5,-31,15,-85
"34491",17,1,18,9,0,-35,-45,16,10,-15,-31
"34492",1,18,18,1,0,40,85,45,-15,25,-20
"34493",10,1,2,1,0,-50,-20,-55,-15,-75,-2
"34494",14,19,16,9,0,-30,-75,-25,-10,-35,-120
"34495",18,9,1,10,1,94,35,34,30,70,41
"34496",13,9,16,1,1,-40,-40,-170,-19,-69,20
"34497",4,1,4,1,0,10,5,-8,0,-18,-14
"34498",11,4,11,1,1,-25,-30,-60,5,-5,5
"34499",16,19,10,1,1,-3,17,17,-31,6,20
"34500",3,5,7,7,0,24,46,49,16,29,-18
"34501",18,1,18,1,0,-70,-65,-20,-75,-80,10
"34502",9,1,8,1,0,-19,-40,-20,-25,-5,-36
"34503",9,15,18,1,1,-20,-15,-10,50,-5,16
"34504",4,1,7,9,0,-51,-90,-50,-45,-109,-55
"34505",18,1,10,1,1,-23,-25,53,-7,34,17
"34506",5,1,2,9,1,56,76,20,86,33,39
"34507",13,1,7,1,0,35,-60,10,-30,-45,-20
"34508",14,3,18,1,1,73,28,-33,26,36,44
"34509",14,1,3,12,0,-38,-87,-42,-37,-32,-62
"34510",8,1,2,1,1,14,-50,20,-5,30,6
"34511",11,1,4,9,1,-69,-50,-45,-110,-35,-6
"34512",10,15,3,1,0,-15,-20,-65,10,-20,-10
"34513",11,9,2,4,1,3,10,55,-20,5,37
"34514",2,1,13,1,0,-44,-30,-33,-85,-38,-24
"34515",15,9,1,5,0,-15,-32,-17,-42,-17,-36
"34516",13,9,15,1,0,5,60,25,-75,-35,-20
"34517",5,1,5,1,0,-18,15,-18,-72,-114,-45
"34518",17,17,13,1,1,-20,55,105,0,-15,20
"34519",1,15,9,1,1,45,110,-50,-15,-10,120
"34520",1,11,10,1,0,10,18,35,5,25,-21
"34521",10,9,1,1,1,35,-22,-25,65,5,42
"34522",18,1,18,3,1,10,40,95,-15,30,10
"34523",18,12,10,15,0,-5,-25,-20,-100,-80,-75
"34524",2,7,10,1,1,-10,10,20,-45,15,8
"34525",11,1,18,1,0,25,52,77,2,27,-11
"34526",18,11,4,9,0,-30,-40,-35,-65,-20,-50
"34527",4,1,5,1,0,-30,20,5,-35,-60,-20
"34528",1,11,6,16,1,45,63,25,30,25,32
"34529",11,1,4,9,1,-45,-20,-35,-40,-15,-8
"34530",9,1,5,1,0,-24,-30,59,10,30,-42
"34531",9,11,9,9,1,-85,10,78,-32,21,4
"34532",13,9,17,1,1,-25,0,-100,-35,-110,30
"34533",4,9,7,1,1,24,45,25,55,30,51
"34534",18,1,5,9,0,-35,20,-45,-70,-65,-40
"34535",4,1,7,12,1,20,-25,15,10,15,15
"34536",15,1,16,12,1,0,116,-30,135,-30,109
"34537",8,4,14,1,1,0,-35,-60,-15,-5,20
"34538",18,1,18,1,1,-2,-24,-25,12,9,36
"34539",7,1,11,10,0,-49,-79,-40,7,-20,5
"34540",1,18,16,6,0,10,-91,-15,-91,-15,-74
"34541",6,1,9,8,0,25,50,0,-40,-20,15
"34542",1,18,17,6,1,13,55,14,-20,18,-55
"34543",10,6,18,1,1,5,2,50,17,45,31
"34544",4,18,15,1,0,15,20,70,-5,-5,-60
"34545",7,9,1,8,1,51,45,35,60,99,30
"34546",10,9,16,12,1,49,4,33,27,37,10
"34547",5,1,12,1,0,-16,-5,17,-20,-37,-53
"34548",5,1,1,1,1,53,95,34,35,19,20
"34549",11,9,10,18,0,21,25,14,11,-21,75
"34550",16,4,4,1,0,-7,24,17,-65,-50,-82
"34551",18,1,10,1,1,-10,-25,-50,-20,50,20
"34552",2,13,18,9,1,-20,8,-8,-52,12,17
"34553",3,9,17,12,1,20,20,-100,65,-5,90
"34554",4,1,13,1,1,-50,-70,-55,10,-30,10
"34555",1,5,1,1,0,-15,0,-5,-16,-25,-20
"34556",7,1,12,12,0,-70,-90,-40,0,-20,-60
"34557",18,9,1,18,0,2,-59,-12,37,22,-44
"34558",3,1,16,2,0,0,-20,10,0,-20,-25
"34559",2,10,3,1,0,-16,-32,55,45,65,-47
"34560",18,1,13,9,0,4,36,38,45,20,0
"34561",13,1,12,1,1,45,30,55,-10,20,50
"34562",12,19,1,9,0,50,35,40,5,10,-5
"34563",3,1,3,12,0,-18,0,-51,29,55,-15
"34564",15,1,7,9,0,-2,-59,-33,-42,-30,-76
"34565",18,1,16,19,1,55,25,-35,30,5,60
"34566",15,1,4,11,1,0,85,-57,45,-57,64
"34567",13,9,10,16,1,-55,-35,-55,-94,-34,15
"34568",1,9,10,15,1,-44,25,10,-30,0,75
"34569",1,1,13,9,1,32,45,-9,15,-24,15
"34570",18,17,18,1,0,21,-13,10,-90,-50,-23
"34571",1,11,15,11,0,-45,-37,-10,-50,-20,-58
"34572",2,9,7,18,1,35,41,-11,1,-8,22
"34573",13,1,9,1,0,190,-55,-55,-70,0,-55
"34574",12,1,10,15,1,6,5,35,25,50,24
"34575",13,1,13,1,1,70,5,-25,5,20,-55
"34576",10,7,14,1,1,48,42,27,14,30,29
"34577",13,19,14,1,0,19,0,-9,-10,-19,-9
"34578",12,19,13,1,0,30,-25,1,15,1,-32
"34579",18,1,18,1,0,-55,0,35,-60,-25,-65
"34580",12,1,16,9,0,0,-25,15,20,5,-50
"34581",4,1,9,1,1,12,25,-85,10,-45,75
"34582",15,1,2,1,0,4,-42,6,23,21,34
"34583",18,1,16,18,0,-17,25,-80,-25,-115,-5
"34584",17,16,8,4,0,-5,65,50,-2,10,-53
"34585",9,1,10,16,1,4,125,-5,33,38,35
"34586",10,1,4,9,0,21,-15,55,-15,-30,-61
"34587",13,1,13,9,0,5,5,0,10,10,-40
"34588",1,1,13,1,0,-5,-26,6,-6,6,-6
"34589",18,1,18,13,0,-15,-31,-95,-11,10,-38
"34590",16,1,7,1,1,-3,24,40,-51,-35,-70
"34591",18,12,11,17,1,-15,-30,-40,30,35,20
"34592",1,15,17,6,0,-10,-45,-85,-15,-55,-20
"34593",1,11,10,15,0,-15,15,-5,-50,-10,-20
"34594",4,11,15,1,1,-15,15,37,10,27,21
"34595",13,1,3,13,0,-90,-84,-56,-95,-45,-75
"34596",16,18,13,11,0,0,-5,95,35,100,-35
"34597",13,1,18,12,1,-35,-74,-26,-41,-14,35
"34598",11,9,14,1,1,5,33,58,-10,20,39
"34599",13,1,14,4,0,-5,5,-40,-47,-73,-4
"34600",9,9,9,9,1,60,30,10,30,10,10
"34601",5,1,3,1,1,-12,-48,-10,-47,-85,-57
"34602",9,8,18,1,0,0,-23,-7,7,-8,-24
"34603",16,1,13,1,0,-120,-115,35,-50,25,-70
"34604",6,1,16,6,1,-5,-15,-100,-45,-100,15
"34605",17,4,11,17,1,-5,-10,0,105,55,50
"34606",18,1,13,1,1,-84,-62,-17,-8,-48,4
"34607",10,1,10,15,1,-10,-25,30,-10,-50,10
"34608",13,1,1,7,1,30,35,35,40,15,15
"34609",13,1,9,11,0,19,-19,-13,26,-9,12
"34610",4,9,18,1,1,-86,40,-10,85,35,46
"34611",9,1,18,1,1,1,-3,-20,20,5,27
"34612",4,6,11,4,0,-13,-42,-23,1,-13,1
"34613",7,1,1,1,1,14,29,23,70,50,28
"34614",5,1,13,9,0,-5,-15,-7,42,84,-26
"34615",4,1,4,14,0,46,37,52,54,47,-15
"34616",16,19,5,9,1,-25,40,5,-25,-60,15
"34617",7,1,10,15,1,-24,25,10,15,0,65
"34618",4,1,12,1,1,5,-19,-45,53,40,67
"34619",4,1,10,1,0,-5,-70,-80,15,20,0
"34620",15,1,6,1,0,35,-47,17,38,5,-20
"34621",13,7,3,1,1,20,61,34,14,66,85
